# DFT Ca²⁺/Ln³⁺ discriminator — auto-generated
# E_aquo_Ca − E_aquo_La = -646.064556 Ha (= -405411.65 kcal/mol)
# ΔΔE(Ca − La) = (E_holo_Ca − E_holo_La) − (E_aquo_Ca − E_aquo_La)
# Class: Ln-evolved ≥ +20; Ln-preferring +5 to +20; marginal 0 to +5; ambiguous -5 to 0; Ca-evolved < -5
stem	n_atoms	E_La	E_Ca	E_apo	E_water	ddE_kcal	class
A0A1V2HZ71_actinobacteriota	15	-488.470700	-1134.549113	-457.114068	-76.428549	-8.70	Ca-evolved
ferncellul_A0A8T2TYS0	31	-872.033620	-1518.112081	-840.632905	-76.428549	-8.73	Ca-evolved
A0A7V4XVD3_acidobacterium	16	-488.823713	-1134.902228	-457.506540	-76.428549	-8.76	Ca-evolved
03_Euk_a0a812u8b5_domain1chaina-pqq-la_model	51	-1981.653703	-2627.732232	-1950.206074	-76.428549	-8.77	Ca-evolved
A9AUL1_methylosinus	8	-259.789583	-905.868241	-228.582838	-76.428549	-8.85	EXCLUDE (under-carved)
C5CEY3_bryobacter	8	-259.794325	-905.873001	-228.578494	-76.428549	-8.86	EXCLUDE (under-carved)
NZ_VRUW01000043_1_23_iptm0_970_s0	22	-716.950733	-1363.029491	-685.595958	-76.428549	-8.91	Ca-evolved
A0A7V4XQF3_acidobacterium	18	-527.709526	-1173.788315	-496.377317	-76.428549	-8.93	Ca-evolved
NZ_VRUW01000024_1_46_iptm0_971_s0	25	-756.409251	-1402.488058	-724.994269	-76.428549	-8.94	Ca-evolved
WSXZ01000045_1_3_iptm0_941_s0	15	-488.499655	-1134.578655	-457.151151	-76.428549	-9.06	Ca-evolved
C1FA88_acidobacterium	11	-298.977352	-945.056546	-267.696935	-76.428549	-9.19	EXCLUDE (under-carved)
NZ_JAKSYL010000227_1_30_iptm0_900_s0	23	-547.629178	-1193.708389	-516.284019	-76.428549	-9.20	Ca-evolved
A0A7V4XTK2_acidobacterium	11	-299.054001	-945.133227	-267.851548	-76.428549	-9.21	EXCLUDE (under-carved)
NZ_VRUW01000043_1_12_iptm0_839_s0	18	-527.532003	-1173.611294	-496.186409	-76.428549	-9.25	Ca-evolved
01_Cav_q60ar6-pqq-la_model	44	-1753.011819	-2399.091167	-1721.608001	-76.428549	-9.28	Ca-evolved
NZ_MKFI01000010_1_127_iptm0_923_s0	24	-697.603399	-1343.682751	-666.258102	-76.428549	-9.28	Ca-evolved
NZ_JAFCLG010000004_1_239_iptm0_985_s0	15	-488.451850	-1134.531271	-457.108957	-76.428549	-9.33	Ca-evolved
NZ_NWTI01000013_1_157_iptm0_983_s0	15	-488.511564	-1134.591039	-457.157942	-76.428549	-9.36	Ca-evolved
NZ_NSJY01000017_1_695_iptm0_982_s0	15	-488.512490	-1134.591981	-457.164183	-76.428549	-9.37	Ca-evolved
NZ_JAJALK010000015_1_88_iptm0_923_s0	35	-796.059054	-1442.138579	-764.684279	-76.428549	-9.39	Ca-evolved
NZ_JBHSZR010000011_1_120_iptm0_969_s0	17	-469.024691	-1115.104249	-437.702705	-76.428549	-9.41	Ca-evolved
A0A7V4XUV2_acidobacterium	15	-413.661324	-1059.740917	-382.335269	-76.428549	-9.44	Ca-evolved
VAZP01000222_1_16_iptm0_984_s0	15	-488.505324	-1134.584920	-457.155068	-76.428549	-9.44	Ca-evolved
QFPN01000012_1_131_iptm0_942_s0	23	-584.567331	-1230.646990	-553.296852	-76.428549	-9.48	Ca-evolved
NZ_LMNU01000049_1_146_iptm0_934_s0	15	-488.490642	-1134.570307	-457.139810	-76.428549	-9.48	Ca-evolved
NC_011894_1_4118_iptm0_925_s0	15	-488.437402	-1134.517104	-457.088261	-76.428549	-9.50	Ca-evolved
JACKJC010000007_1_25_iptm0_904_s0	22	-717.069267	-1363.148973	-685.741565	-76.428549	-9.51	Ca-evolved
NZ_CP029550_1_6003_iptm0_983_s0	22	-716.994649	-1363.074411	-685.641282	-76.428549	-9.54	Ca-evolved
NZ_FYDG01000003_1_294_iptm0_931_s0	24	-697.624291	-1343.704054	-666.278435	-76.428549	-9.54	Ca-evolved
NZ_JAEPRP010000032_1_34_iptm0_990_s0	50	-1211.590179	-1857.669970	-1180.427042	-76.428549	-9.56	Ca-evolved
NZ_LAZS01000006_1_622_iptm0_988_s0	50	-1211.487302	-1857.567149	-1180.316544	-76.428549	-9.60	Ca-evolved
H8GPH0_DAPdecarb_methylomicrobium_methylococcales	24	-643.421439	-1289.501466	-612.091285	-76.428549	-9.71	Ca-evolved
NZ_SPQT01000017_1_95_iptm0_981_s0	15	-488.511273	-1134.591324	-457.160674	-76.428549	-9.72	Ca-evolved
NZ_CP059398_1_1351_iptm0_920_s0	24	-697.602290	-1343.682353	-666.258222	-76.428549	-9.73	Ca-evolved
NZ_JAFCKT010000017_1_28_iptm0_986_s0	15	-488.515404	-1134.595497	-457.165935	-76.428549	-9.75	Ca-evolved
NZ_MBSO01000002_1_52_iptm0_989_s0	50	-1211.831034	-1857.911206	-1180.668131	-76.428549	-9.80	Ca-evolved
C1F2W7_acidobacterium	11	-299.063996	-945.144239	-267.854113	-76.428549	-9.84	EXCLUDE (under-carved)
colinpqq_ca_q8gr64_pqq_la_model	51	-1981.528455	-2627.608853	-1950.082974	-76.428549	-9.94	Ca-evolved
NZ_JAGHKN010000034_1_3_iptm0_934_s0	15	-488.506171	-1134.586572	-457.157383	-76.428549	-9.94	Ca-evolved
NZ_JYMT01000035_1_127_iptm0_982_s0	15	-488.357881	-1134.438589	-457.012669	-76.428549	-10.14	Ca-evolved
NZ_FOCS01000004_1_163_iptm0_913_s0	35	-796.073024	-1442.153738	-764.693157	-76.428549	-10.14	Ca-evolved
A0A1X2EII6_pseudonocardia	32	-984.985152	-1631.065877	-953.515136	-76.428549	-10.15	Ca-evolved
colinpqq_ca_q60ar6_pqq_la_model	44	-1753.038556	-2399.119356	-1721.636313	-76.428549	-10.19	Ca-evolved
NZ_BPQD01000033_1_27_iptm0_916_s0	17	-414.710743	-1060.791674	-383.448244	-76.428549	-10.28	Ca-evolved
NZ_JAGKJJ010000005_1_234_iptm0_984_s0	15	-488.503441	-1134.584380	-457.155528	-76.428549	-10.28	Ca-evolved
NZ_JACVBB010000003_1_430_iptm0_990_s0	50	-1211.604727	-1857.685716	-1180.435162	-76.428549	-10.31	Ca-evolved
A0A0X3X1I9_actinobacteriota	8	-259.775786	-905.856821	-228.575733	-76.428549	-10.34	EXCLUDE (under-carved)
NZ_JXDL01000001_1_6590_iptm0_982_s0	15	-488.427183	-1134.508320	-457.080065	-76.428549	-10.40	Ca-evolved
C1F945_acidobacterium	25	-756.412930	-1402.494089	-725.023800	-76.428549	-10.42	Ca-evolved
A0A1X1Z7K5_actinobacteriota	11	-299.088649	-945.169876	-267.815068	-76.428549	-10.46	EXCLUDE (under-carved)
C1F3Y9_acidobacterium	28	-757.777385	-1403.858767	-726.453157	-76.428549	-10.56	Ca-evolved
A0A125NV92_hyphomicrobium	1	-31.158776	-677.240178	-	-	-10.57	EXCLUDE (under-carved)
A0A1A6B824_actinobacteriota	1	-31.158776	-677.240178	-	-	-10.57	EXCLUDE (under-carved)
A0A1H4PG55_actinobacteriota	1	-31.158776	-677.240178	-	-	-10.57	EXCLUDE (under-carved)
A0A1H9V3R0_actinobacteriota	1	-31.158776	-677.240178	-	-	-10.57	EXCLUDE (under-carved)
A0A1I1THQ4_actinobacteriota	1	-31.158776	-677.240178	-	-	-10.57	EXCLUDE (under-carved)
A0A7V5CS04_acidobacterium	1	-31.158776	-677.240178	-	-	-10.57	EXCLUDE (under-carved)
A0A7V5CT73_acidobacterium	1	-31.158776	-677.240178	-	-	-10.57	EXCLUDE (under-carved)
A0A7V5CTF7_acidobacterium	1	-31.158776	-677.240178	-	-	-10.57	EXCLUDE (under-carved)
C1F0Z1_acidobacterium	1	-31.158776	-677.240178	-	-	-10.57	EXCLUDE (under-carved)
C1F1X1_acidobacterium	1	-31.158776	-677.240178	-	-	-10.57	EXCLUDE (under-carved)
C1F2Y4_acidobacterium	1	-31.158776	-677.240178	-	-	-10.57	EXCLUDE (under-carved)
C1F2Z5_acidobacterium	1	-31.158776	-677.240178	-	-	-10.57	EXCLUDE (under-carved)
C1F6X7_acidobacterium	1	-31.158776	-677.240178	-	-	-10.57	EXCLUDE (under-carved)
C5CF08_bryobacter	1	-31.158776	-677.240178	-	-	-10.57	EXCLUDE (under-carved)
C5CF17_bryobacter	1	-31.158776	-677.240178	-	-	-10.57	EXCLUDE (under-carved)
C5CF89_bryobacter	1	-31.158776	-677.240178	-	-	-10.57	EXCLUDE (under-carved)
NZ_WNKS01000003_1_318_iptm0_931_s0	24	-697.573755	-1343.655161	-666.229044	-76.428549	-10.57	Ca-evolved
NZ_JAPRAQ010000023_1_82_iptm0_974_s0	15	-488.513201	-1134.594632	-457.163774	-76.428549	-10.59	Ca-evolved
NZ_NBUC01000034_1_15_iptm0_950_s0	42	-1115.835397	-1761.916894	-1084.487999	-76.428549	-10.63	Ca-evolved
NZ_BPQP01000072_1_49_iptm0_976_s0	18	-527.784553	-1173.866098	-496.449401	-76.428549	-10.66	Ca-evolved
C1F1X7_acidobacterium	27	-736.892630	-1382.974204	-705.537073	-76.428549	-10.68	Ca-evolved
NZ_MPVQ01000084_1_97_iptm0_983_s0	15	-488.417883	-1134.499472	-457.071162	-76.428549	-10.69	Ca-evolved
NZ_CAMIFG010000019_1_35_iptm0_928_s0	17	-468.942975	-1115.024588	-437.633746	-76.428549	-10.70	Ca-evolved
NZ_JAAHTB010000021_1_44_iptm0_925_s0	17	-414.762849	-1060.844491	-383.497408	-76.428549	-10.72	Ca-evolved
NZ_ATYB01000014_1_1891_iptm0_984_s0	22	-717.069502	-1363.151166	-685.717235	-76.428549	-10.74	Ca-evolved
NZ_JADPJG010000023_1_32_iptm0_985_s0	15	-488.502103	-1134.583792	-457.154222	-76.428549	-10.75	Ca-evolved
JAFAKV010000372_1_1_iptm0_980_s0	22	-717.056216	-1363.138048	-685.701870	-76.428549	-10.84	Ca-evolved
A0A0F5MTY1_actinobacteriota	22	-717.038979	-1363.120852	-685.710218	-76.428549	-10.87	Ca-evolved
A0A3D4VCA6_gemmatimonadota	11	-299.036963	-945.118866	-267.856350	-76.428549	-10.89	EXCLUDE (under-carved)
A0A109BHI8_hyphomicrobium	21	-567.070905	-1213.152868	-535.695144	-76.428549	-10.92	Ca-evolved
NZ_BPQD01000033_1_20_iptm0_941_s0	15	-488.491967	-1134.573967	-457.142994	-76.428549	-10.95	Ca-evolved
phase1_A0A933FB28	7	-146.865137	-792.947222	-115.652256	-76.428549	-11.00	EXCLUDE (under-carved)
NZ_AUGD01000012_1_178_iptm0_981_s0	15	-488.509540	-1134.591676	-457.159250	-76.428549	-11.03	Ca-evolved
A0A1M7G0U3_actinobacteriota	61	-1596.208464	-2242.290609	-1564.837998	-76.428549	-11.04	Ca-evolved
colinpqq_ca_p12293_pqq_la_model	44	-1752.839190	-2398.921356	-1721.440453	-76.428549	-11.05	Ca-evolved
NZ_JAFCLU010000007_1_116_iptm0_979_s0	21	-567.084401	-1213.166580	-535.741774	-76.428549	-11.06	Ca-evolved
A0A6M4ILG6_gemmatimonadota	12	-374.127595	-1020.209811	-342.938606	-76.428549	-11.08	EXCLUDE (under-carved)
NZ_LFJB01000074_1_10_iptm0_984_s0	15	-488.429188	-1134.511484	-457.082447	-76.428549	-11.13	Ca-evolved
JAFARQ010000608_1_17_iptm0_977_s0	22	-717.056908	-1363.139359	-685.704286	-76.428549	-11.23	Ca-evolved
NZ_JADPJI010000005_1_43_iptm0_985_s0	15	-488.492046	-1134.574501	-457.143170	-76.428549	-11.23	Ca-evolved
NZ_LMMW01000023_1_251_iptm0_924_s0	17	-414.782503	-1060.864987	-383.517931	-76.428549	-11.25	Ca-evolved
NZ_BJZU01000052_1_25_iptm0_981_s0	22	-717.073551	-1363.156047	-685.721893	-76.428549	-11.26	Ca-evolved
Q76E49_methylophilus	18	-527.743498	-1173.826051	-496.419456	-76.428549	-11.29	Ca-evolved
A0A222VX35_actinobacteriota	7	-146.867375	-792.949934	-115.655454	-76.428549	-11.30	EXCLUDE (under-carved)
A0A126T757_methylomonas	22	-717.048152	-1363.130738	-685.699327	-76.428549	-11.31	Ca-evolved
NZ_JADPJJ010000055_1_253_iptm0_981_s0	15	-488.502941	-1134.585540	-457.155663	-76.428549	-11.32	Ca-evolved
C6WUU3_methylotenera	32	-984.972020	-1631.054645	-953.505127	-76.428549	-11.34	Ca-evolved
01_Cav_o24759-pqq-la_model	44	-1752.994396	-2399.077038	-1721.594455	-76.428549	-11.35	Ca-evolved
NZ_BGJX01000037_1_21_iptm0_939_s0	24	-697.590916	-1343.673627	-666.247981	-76.428549	-11.39	Ca-evolved
NZ_LJYG01000094_1_54_iptm0_983_s0	15	-488.507381	-1134.590101	-457.160230	-76.428549	-11.40	Ca-evolved
NZ_CP030048_1_2145_iptm0_977_s0	15	-488.511248	-1134.594009	-457.163974	-76.428549	-11.42	Ca-evolved
01_Cav_q8gr64-pqq-la_model	51	-1981.656329	-2627.739117	-1950.214099	-76.428549	-11.44	Ca-evolved
JAGRKK010000584_1_5_iptm0_985_s0	22	-717.034447	-1363.117236	-685.683010	-76.428549	-11.44	Ca-evolved
JAFECE010000002_1_124_iptm0_980_s0	43	-983.222917	-1629.305712	-952.057217	-76.428549	-11.45	Ca-evolved
QHBR01000279_1_6_iptm0_920_s0	15	-488.476217	-1134.559068	-457.130914	-76.428549	-11.48	Ca-evolved
cytoc_A0A1Q7R3F2	28	-832.761603	-1478.844471	-801.332451	-76.428549	-11.49	Ca-evolved
NZ_RYFI01000010_1_106_iptm0_937_s0	28	-658.494143	-1304.577026	-627.289172	-76.428549	-11.50	Ca-evolved
03_Euk_a0a445an13_domain2chaina-pqq-la_model	44	-1752.974495	-2399.057425	-1721.597623	-76.428549	-11.53	Ca-evolved
A0A0D8B5U5_frankia	10	-240.283808	-886.366855	-209.110990	-76.428549	-11.60	EXCLUDE (under-carved)
NZ_MKFI01000001_1_1467_iptm0_980_s0	15	-488.481099	-1134.564161	-457.134073	-76.428549	-11.61	Ca-evolved
JAIEMV010000002_1_222_iptm0_954_s0	18	-527.791183	-1173.874260	-496.429525	-76.428549	-11.62	Ca-evolved
NZ_JAFCJN010000019_1_112_iptm0_981_s0	22	-716.925782	-1363.008864	-685.577884	-76.428549	-11.63	Ca-evolved
NZ_JALBHA010000014_1_7_iptm0_982_s0	15	-488.512318	-1134.595422	-457.162174	-76.428549	-11.64	Ca-evolved
NZ_CP029426_2_4927_iptm0_984_s0	15	-488.464637	-1134.547791	-457.118230	-76.428549	-11.67	Ca-evolved
PQAN01000398_1_1_iptm0_933_s0	24	-697.618091	-1343.701276	-666.275490	-76.428549	-11.69	Ca-evolved
NZ_CP088022_1_4303_iptm0_983_s0	15	-488.479309	-1134.562593	-457.132054	-76.428549	-11.75	Ca-evolved
NC_004463_1_6336_iptm0_982_s0	15	-488.512264	-1134.595638	-457.163920	-76.428549	-11.81	Ca-evolved
NZ_JAKSXY010000101_1_69_iptm0_928_s0	15	-488.181839	-1134.265220	-456.841084	-76.428549	-11.81	Ca-evolved
colinpqq_ca_p16027_pqq_la_model	44	-1752.984804	-2399.068204	-1721.585348	-76.428549	-11.83	Ca-evolved
A0A7V5CTR1_acidobacterium	28	-795.712549	-1441.796026	-764.316768	-76.428549	-11.87	Ca-evolved
A0A109BLL2_hyphomicrobium	26	-831.458972	-1477.542596	-800.073136	-76.428549	-11.97	Ca-evolved
C1F8Q0_acidobacterium	13	-279.574773	-925.658431	-248.389986	-76.428549	-11.99	EXCLUDE (under-carved)
NZ_CP149101_1_1820_iptm0_984_s0	15	-488.380646	-1134.464336	-457.034536	-76.428549	-12.01	Ca-evolved
NZ_JACIDR010000002_1_718_iptm0_972_s0	17	-469.033573	-1115.117272	-437.713523	-76.428549	-12.01	Ca-evolved
C5CEG7_bryobacter	11	-299.046059	-945.129774	-267.852103	-76.428549	-12.02	EXCLUDE (under-carved)
colinpqq_ca_o24759_pqq_la_model	44	-1752.802212	-2398.886067	-1721.395202	-76.428549	-12.11	Ca-evolved
C1F9E6_acidobacterium	25	-756.393415	-1402.477299	-724.989792	-76.428549	-12.13	Ca-evolved
NZ_LFIQ01000051_1_201_iptm0_983_s0	15	-488.511151	-1134.595097	-457.164532	-76.428549	-12.17	Ca-evolved
NZ_JALKCH010000004_1_142_iptm0_949_s0	17	-468.950301	-1115.034268	-437.633652	-76.428549	-12.18	Ca-evolved
NZ_PYFW01000014_1_31_iptm0_984_s0	15	-488.464685	-1134.548653	-457.119272	-76.428549	-12.18	Ca-evolved
NZ_KB900626_1_2918_iptm0_923_s0	24	-697.561298	-1343.645296	-666.216444	-76.428549	-12.20	Ca-evolved
NZ_AXAB01000036_1_53_iptm0_985_s0	15	-488.514078	-1134.598212	-457.164793	-76.428549	-12.29	Ca-evolved
C1F3S1_acidobacterium	5	-145.673960	-791.758123	-114.484796	-76.428549	-12.30	EXCLUDE (under-carved)
NZ_JAERVJ010000008_1_94_iptm0_953_s0	15	-488.503157	-1134.587329	-457.161848	-76.428549	-12.31	Ca-evolved
NZ_VAUP01000037_1_173_iptm0_950_s0	18	-527.779747	-1173.863935	-496.439800	-76.428549	-12.32	Ca-evolved
NZ_LHCD01000022_1_58_iptm0_915_s0	35	-796.038605	-1442.122823	-764.667198	-76.428549	-12.34	Ca-evolved
NZ_BSPM01000004_1_675_iptm0_942_s0	18	-527.642446	-1173.726742	-496.298806	-76.428549	-12.39	Ca-evolved
03_Euk_a0a0l0dfs6_domain1chaina-pqq-la_model	48	-1942.332252	-2588.416550	-1910.901145	-76.428549	-12.39	Ca-evolved
A9AV87_methylosinus	52	-1333.328001	-1979.412382	-1301.903905	-76.428549	-12.44	Ca-evolved
A0A1M6J7L7_actinobacteriota	10	-240.314372	-886.398763	-209.123930	-76.428549	-12.45	EXCLUDE (under-carved)
NZ_CP083721_1_2709_iptm0_977_s0	15	-488.507668	-1134.592066	-457.160915	-76.428549	-12.45	Ca-evolved
NZ_JADPKK010000023_1_329_iptm0_983_s0	15	-488.510770	-1134.595174	-457.161960	-76.428549	-12.45	Ca-evolved
NZ_JADYWA010000003_1_22_iptm0_988_s0	22	-717.071008	-1363.155425	-685.721144	-76.428549	-12.46	Ca-evolved
A0A250KST9_DXR_methylocaldum_methylococcales	28	-795.642264	-1441.726725	-764.220549	-76.428549	-12.49	Ca-evolved
01_Cav_p16027-pqq-la_model	44	-1753.011889	-2399.096377	-1721.611936	-76.428549	-12.51	Ca-evolved
NZ_SRLB01000002_1_102_iptm0_827_s0	15	-488.490589	-1134.575105	-457.147940	-76.428549	-12.53	Ca-evolved
NZ_LMNU01000049_1_138_iptm0_919_s0	17	-414.795191	-1060.879716	-383.520452	-76.428549	-12.53	Ca-evolved
NZ_KE386496_1_1476_iptm0_963_s0	22	-471.670379	-1117.754961	-440.405573	-76.428549	-12.57	Ca-evolved
JAFKHP010000284_1_3_iptm0_906_s0	24	-697.600504	-1343.685133	-666.259477	-76.428549	-12.60	Ca-evolved
03_Euk_a0a3e2hj77_domain1chaina-pqq-la_model	45	-1848.847291	-2494.931978	-1817.434789	-76.428549	-12.63	Ca-evolved
NZ_PUIV01000002_1_32_iptm0_929_s0	24	-697.584363	-1343.669093	-666.243495	-76.428549	-12.66	Ca-evolved
A0A7V5CTB4_acidobacterium	5	-145.668954	-791.753811	-114.485447	-76.428549	-12.74	EXCLUDE (under-carved)
A0A5C7WI58_methylophilus	7	-146.733868	-792.818811	-115.575437	-76.428549	-12.79	EXCLUDE (under-carved)
NZ_CP041656_2_2078_iptm0_980_s0	15	-488.511080	-1134.596043	-457.164162	-76.428549	-12.81	Ca-evolved
C1F7Z3_acidobacterium	18	-469.158500	-1115.243567	-437.937266	-76.428549	-12.87	Ca-evolved
01_Cav_p12293-pqq-la_model	44	-1752.931310	-2399.016380	-1721.535691	-76.428549	-12.87	Ca-evolved
JAEUMD010000019_1_110_iptm0_906_s0	9	-260.199100	-906.284292	-228.970618	-76.428549	-12.95	EXCLUDE (under-carved)
NZ_JAFIBW010000001_1_3910_iptm0_949_s0	15	-488.501809	-1134.587095	-457.161338	-76.428549	-13.01	Ca-evolved
03_Euk_a0a2i0i051_domain1chaina-pqq-la_model	25	-1275.912066	-1921.997356	-1244.635943	-76.428549	-13.01	Ca-evolved
A0A7V4XSR2_acidobacterium	17	-469.008227	-1115.093526	-437.711146	-76.428549	-13.02	Ca-evolved
NZ_JADNQZ010000058_1_466_iptm0_924_s0	41	-1102.676206	-1748.761512	-1071.227800	-76.428549	-13.02	Ca-evolved
colinpqq_ca_atq70401_1_pqq_la_model	44	-1753.027482	-2399.113045	-1721.627561	-76.428549	-13.18	Ca-evolved
NZ_JADNQW010000005_1_1058_iptm0_930_s0	24	-697.617973	-1343.703594	-666.276096	-76.428549	-13.22	Ca-evolved
NZ_CP088014_1_6566_iptm0_979_s0	15	-488.506343	-1134.591977	-457.159213	-76.428549	-13.23	Ca-evolved
01_Cav_p15279-pqq-la_model	44	-1752.993894	-2399.079646	-1721.597324	-76.428549	-13.30	Ca-evolved
NZ_RYFI01000010_1_99_iptm0_969_s0	17	-469.017318	-1115.103423	-437.700847	-76.428549	-13.52	Ca-evolved
colinpqq_ca_p15279_pqq_la_model	44	-1753.037393	-2399.123522	-1721.640157	-76.428549	-13.54	Ca-evolved
NZ_CP064686_1_5349_iptm0_941_s0	15	-488.509457	-1134.595631	-457.160317	-76.428549	-13.57	Ca-evolved
JAFAVQ010000477_1_2_iptm0_980_s0	22	-717.080712	-1363.167085	-685.730277	-76.428549	-13.69	Ca-evolved
A0A1G6TD20_actinobacteriota	5	-145.686117	-791.772568	-114.485449	-76.428549	-13.74	EXCLUDE (under-carved)
NZ_JAGHKN010000034_1_11_iptm0_924_s0	17	-414.769294	-1060.855749	-383.525553	-76.428549	-13.74	Ca-evolved
NZ_JAFCJN010000019_1_130_iptm0_985_s0	15	-488.507971	-1134.594487	-457.161922	-76.428549	-13.78	Ca-evolved
01_Cav_atq70401_1-pqq-la_model	44	-1753.002083	-2399.088613	-1721.604550	-76.428549	-13.79	Ca-evolved
NZ_JADPIY010000029_1_178_iptm0_981_s0	15	-488.507114	-1134.593687	-457.161448	-76.428549	-13.82	Ca-evolved
NZ_JAFCJH010000009_1_66_iptm0_982_s0	15	-488.505586	-1134.592234	-457.159240	-76.428549	-13.86	Ca-evolved
NZ_JAFCKQ010000017_1_66_iptm0_980_s0	15	-488.456204	-1134.542879	-457.111397	-76.428549	-13.88	Ca-evolved
QFPN01000012_1_132_iptm0_969_s0	17	-469.020640	-1115.107322	-437.705835	-76.428549	-13.88	Ca-evolved
NZ_VKHP01000184_1_10_iptm0_981_s0	15	-488.499937	-1134.586664	-457.155639	-76.428549	-13.91	Ca-evolved
NZ_JAGIOS010000001_1_2694_iptm0_966_s0	18	-527.788735	-1173.875477	-496.432134	-76.428549	-13.92	Ca-evolved
A0A0E4CR27_actinobacteriota	8	-259.836111	-905.922950	-228.574550	-76.428549	-13.98	EXCLUDE (under-carved)
C1F831_acidobacterium	12	-374.360041	-1020.446919	-343.059231	-76.428549	-14.01	EXCLUDE (under-carved)
A0A1I7MTN2_hyphomicrobium	5	-145.691140	-791.778163	-114.484245	-76.428549	-14.10	EXCLUDE (under-carved)
NZ_JAKSYJ010000111_1_59_iptm0_911_s0	35	-795.971837	-1442.058970	-764.609939	-76.428549	-14.17	Ca-evolved
NZ_JAKSXV010000062_1_24_iptm0_932_s0	17	-414.775460	-1060.862599	-383.511761	-76.428549	-14.17	Ca-evolved
C5CF60_bryobacter	29	-721.203965	-1367.291216	-689.953321	-76.428549	-14.24	Ca-evolved
FSRD01000002_1_1039_iptm0_975_s0	17	-469.008610	-1115.095874	-437.689493	-76.428549	-14.25	Ca-evolved
NZ_LFIP02000003_1_602_iptm0_982_s0	15	-488.506548	-1134.593837	-457.160086	-76.428549	-14.27	Ca-evolved
NZ_CP022219_1_4556_iptm0_983_s0	15	-488.501985	-1134.589323	-457.156818	-76.428549	-14.30	Ca-evolved
NZ_NAFC01000168_1_136_iptm0_984_s0	15	-488.393242	-1134.480607	-457.048841	-76.428549	-14.31	Ca-evolved
NZ_BPQL01000020_1_65_iptm0_919_s0	15	-488.490285	-1134.577717	-457.148755	-76.428549	-14.36	Ca-evolved
NZ_CP097484_1_5959_iptm0_953_s0	18	-527.775992	-1173.863454	-496.433774	-76.428549	-14.37	Ca-evolved
A0A937REF8_frankia	22	-716.975320	-1363.062899	-685.561330	-76.428549	-14.45	Ca-evolved
JAFBAS010000090_1_54_iptm0_985_s0	15	-488.487756	-1134.575552	-457.147955	-76.428549	-14.58	Ca-evolved
NZ_LMRM01000007_1_11_iptm0_925_s0	17	-414.764952	-1060.852802	-383.514745	-76.428549	-14.62	Ca-evolved
NZ_JACMYO010000001_1_73_iptm0_980_s0	15	-488.509599	-1134.597470	-457.166105	-76.428549	-14.63	Ca-evolved
NZ_PDZR01000014_1_39_iptm0_976_s0	31	-926.258430	-1572.346319	-894.816437	-76.428549	-14.64	Ca-evolved
C5CD84_bryobacter	25	-756.149778	-1402.237762	-724.737353	-76.428549	-14.70	Ca-evolved
A0A0H4TUD1_actinobacteriota	25	-756.420507	-1402.508503	-724.980661	-76.428549	-14.71	Ca-evolved
NZ_FNTH01000001_1_2342_iptm0_978_s0	15	-488.507903	-1134.595997	-457.162339	-76.428549	-14.77	Ca-evolved
A0A7V4XRQ0_acidobacterium	13	-374.712309	-1020.800427	-343.456589	-76.428549	-14.79	EXCLUDE (under-carved)
NZ_LMNL01000009_1_11_iptm0_922_s0	17	-414.773124	-1060.861449	-383.513813	-76.428549	-14.92	Ca-evolved
03_Euk_a0a6a2xq99_domain1_contigchaina-pqq-la_model	44	-1752.967967	-2399.056314	-1721.586636	-76.428549	-14.93	Ca-evolved
C5CDS2_bryobacter	15	-488.509375	-1134.597733	-457.147276	-76.428549	-14.94	Ca-evolved
NZ_BPQL01000020_1_58_iptm0_923_s0	17	-414.646761	-1060.735188	-383.382571	-76.428549	-14.98	Ca-evolved
NZ_JAIELN010000020_1_14_iptm0_901_s0	24	-697.574700	-1343.663252	-666.239184	-76.428549	-15.06	Ca-evolved
NZ_LMMZ01000041_1_11_iptm0_911_s0	17	-414.762745	-1060.851372	-383.529143	-76.428549	-15.11	Ca-evolved
A0A101NRY6_actinobacteriota	28	-795.644459	-1441.733167	-764.242437	-76.428549	-15.16	Ca-evolved
NZ_MBSO01000002_1_40_iptm0_972_s0	32	-984.867630	-1630.956342	-953.399529	-76.428549	-15.16	Ca-evolved
C1F2W0_acidobacterium	18	-527.784359	-1173.873190	-496.430200	-76.428549	-15.23	Ca-evolved
JAFBAS010000090_1_56_iptm0_980_s0	22	-716.983549	-1363.072489	-685.640732	-76.428549	-15.30	Ca-evolved
JAIEMV010000002_1_204_iptm0_976_s0	17	-468.995736	-1115.084745	-437.682379	-76.428549	-15.35	Ca-evolved
A0A2E2IVL5_excalibur_rank0	32	-984.987141	-1631.076337	-953.526470	-76.428549	-15.46	Ca-evolved
alphap_ivl5_excalibur	32	-984.972095	-1631.061348	-953.511981	-76.428549	-15.50	Ca-evolved
JAFBAS010000090_1_51_iptm0_986_s0	28	-795.710528	-1441.799828	-764.316022	-76.428549	-15.53	Ca-evolved
NZ_VDDA01000016_1_130_iptm0_869_s0	15	-488.502317	-1134.591621	-457.150883	-76.428549	-15.53	Ca-evolved
NZ_WOVC01000002_1_187_iptm0_922_s0	24	-697.566225	-1343.655607	-666.231411	-76.428549	-15.58	Ca-evolved
A0A840I8F0_conexibacter	33	-831.511502	-1477.600936	-800.164715	-76.428549	-15.61	Ca-evolved
